Circuito,Entrenamientos,Neum√°ticos,ModoPilotaje,CargaCombustible,TemperaturaPista,GomaEnPista,AgarreAsfalto,Clima,Sobrecalentamiento,VidaNeumatico,CantidadAgua,ConfianzaPilotoPista,ConfianzaPilotoCoche,DesgasteVuelta,Piloto,Trafico,CombustibleAlto,SafetyCar,TiempoVuelta
Jeddah,True,Medium,Balanced,27.5,44,Low,High,Sunny,False,42,0.0,38,73,3.0,Leclerc,False,False,False,93.359
Jeddah,True,Medium,Balanced,25.8,44,Low,High,Sunny,False,40,0.0,40,73,3.0,Sainz,False,False,False,93.418
Jeddah,True,Medium,Balanced,25.6,44,Low,High,Sunny,False,39,0.0,40,73,2.0,Leclerc,False,False,False,93.406
Jeddah,True,Medium,Balanced,23.8,44,Low,High,Sunny,False,37,0.0,42,73,3.0,Sainz,True,False,False,93.934
Jeddah,True,Medium,Balanced,23.6,44,Low,High,Sunny,False,37,0.0,42,73,3.0,Leclerc,False,False,False,93.408
Jeddah,True,Soft,Save,32.2,42,Low,Average,Sunny,False,96,0.0,45,60,4.0,Sainz,False,False,False,92.411
Jeddah,True,Soft,Save,32.1,42,Low,Average,Sunny,False,96,0.0,45,60,4.0,Leclerc,False,False,False,92.348
Jeddah,True,Soft,Save,30.1,42,Low,Average,Sunny,False,92,0.0,45,60,4.0,Sainz,False,False,False,92.348
Jeddah,True,Soft,Save,30.1,42,Low,Average,Sunny,False,92,0.0,45,60,4.0,Leclerc,False,False,False,92.22
Jeddah,True,Soft,Save,28.0,42,Low,Average,Sunny,False,88,0.0,46,60,4.0,Sainz,False,False,False,92.291
Jeddah,True,Soft,Save,28.0,42,Low,Average,Sunny,False,88,0.0,45,60,4.0,Leclerc,False,False,False,92.188
Jeddah,True,Soft,Save,26.3,42,Low,Average,Sunny,False,84,0.0,46,60,4.0,Sainz,False,False,False,92.291
Jeddah,True,Soft,Save,26.2,42,Low,Average,Sunny,False,84,0.0,46,60,4.0,Leclerc,False,False,False,92.159
Jeddah,True,Soft,Push,24.3,42,Low,High,Sunny,False,80,0.0,47,60,6.0,Sainz,False,False,False,91.44
Jeddah,True,Soft,Push,24.3,43,Low,High,Sunny,False,80,0.0,47,60,6.0,Leclerc,False,False,False,91.572
Jeddah,True,Soft,Push,22.5,43,Low,High,Sunny,False,74,0.0,47,60,6.0,Sainz,False,False,False,91.506
Jeddah,True,Soft,Push,22.5,43,Low,High,Sunny,False,74,0.0,47,60,6.0,Leclerc,False,False,False,91.41
Jeddah,True,Soft,Push,20.6,43,Low,High,Sunny,False,68,0.0,47,60,7.0,Sainz,False,True,False,91.378
Jeddah,True,Soft,Push,20.4,43,Low,High,Sunny,False,68,0.0,47,60,7.0,Leclerc,False,True,False,91.31
Jeddah,True,Soft,Push,18.5,43,Low,High,Sunny,False,61,0.0,48,60,7.0,Sainz,True,True,False,92.247
Jeddah,True,Soft,Push,18.4,43,Low,High,Sunny,False,61,0.0,48,60,6.0,Leclerc,False,True,False,91.412
Jeddah,True,Soft,Push,16.6,42,Average,High,Sunny,False,54,0.0,49,60,6.0,Sainz,False,True,False,91.722
Jeddah,True,Soft,Push,16.3,42,Average,High,Sunny,False,55,0.0,49,60,7.0,Leclerc,True,True,False,92.287
Jeddah,True,Soft,Push,14.5,42,Average,High,Sunny,False,48,0.0,50,60,8.0,Sainz,False,True,False,91.816
Jeddah,True,Soft,Push,14.5,42,Average,High,Sunny,False,48,0.0,50,60,7.0,Leclerc,False,True,False,91.71
Jeddah,True,Soft,Balanced,12.4,41,Average,High,Sunny,False,40,0.0,52,60,4.0,Sainz,False,True,False,92.405
Jeddah,True,Soft,Balanced,12.2,41,Average,High,Sunny,False,41,0.0,52,60,4.0,Leclerc,False,True,False,92.262
Jeddah,True,Soft,Balanced,10.5,42,Average,High,Sunny,False,36,0.0,54,60,5.0,Sainz,False,True,False,92.536
Jeddah,True,Soft,Balanced,10.3,42,Average,High,Sunny,False,37,0.0,54,60,5.0,Leclerc,False,True,False,92.342
Jeddah,True,Hard,Balanced,87.7,45,Average,High,Cloudy,False,98,0.0,58,86,2.0,Sainz,False,False,False,94.866
Jeddah,True,Hard,Balanced,87.7,45,Average,High,Cloudy,False,98,0.0,58,82,2.0,Leclerc,False,False,False,94.809
Jeddah,True,Hard,Balanced,85.6,45,Average,High,Cloudy,False,96,0.0,59,86,2.0,Sainz,False,False,False,94.778
Jeddah,True,Hard,Balanced,85.6,45,Average,High,Cloudy,False,96,0.0,59,82,2.0,Leclerc,False,False,False,94.717
Jeddah,True,Hard,Balanced,83.6,46,Average,High,Cloudy,False,94,0.0,59,86,2.0,Sainz,False,False,False,94.686
Jeddah,True,Hard,Balanced,83.6,46,Average,High,Cloudy,False,94,0.0,59,82,2.0,Leclerc,False,False,False,94.579
Jeddah,True,Hard,Balanced,81.4,44,Average,High,Cloudy,False,92,0.0,60,86,2.0,Sainz,False,False,False,94.641
Jeddah,True,Hard,Balanced,81.5,44,Average,High,Cloudy,False,92,0.0,60,82,2.0,Leclerc,False,False,False,94.476
Jeddah,True,Hard,Balanced,79.4,42,Average,High,Sunny,False,90,0.0,60,86,3.0,Sainz,False,False,False,94.481
Jeddah,True,Hard,Balanced,79.4,42,Average,High,Sunny,False,90,0.0,60,82,2.0,Leclerc,False,False,False,94.413
Jeddah,True,Hard,Balanced,77.4,40,Average,High,Sunny,False,87,0.0,61,86,2.0,Sainz,False,False,False,94.35
Jeddah,True,Hard,Balanced,77.4,40,Average,High,Sunny,False,88,0.0,61,82,2.0,Leclerc,False,False,False,94.279
Jeddah,True,Hard,Balanced,75.4,40,Average,High,Sunny,False,85,0.0,62,86,2.0,Sainz,False,False,False,94.548
Jeddah,True,Hard,Balanced,75.4,40,Average,High,Sunny,False,86,0.0,62,82,2.0,Leclerc,False,False,False,92.214
Jeddah,True,Hard,Balanced,73.2,40,Average,High,Sunny,False,83,0.0,63,86,2.0,Sainz,False,False,False,94.249
Jeddah,True,Hard,Balanced,73.2,40,Average,High,Sunny,False,84,0.0,63,82,2.0,Leclerc,False,False,False,94.113
Jeddah,True,Hard,Balanced,71.2,40,Average,High,Sunny,False,81,0.0,64,86,2.0,Sainz,False,False,False,94.184
Jeddah,True,Hard,Balanced,71.2,40,Average,High,Sunny,False,82,0.0,64,82,2.0,Leclerc,False,False,False,94.018
Jeddah,True,Hard,Balanced,69.2,41,Average,High,Sunny,False,79,0.0,65,86,2.0,Sainz,False,False,False,94.078
Jeddah,True,Hard,Balanced,69.2,41,Average,High,Sunny,False,80,0.0,65,82,3.0,Leclerc,False,False,False,93.989
Jeddah,True,Hard,Balanced,67.3,41,High,High,Sunny,False,78,0.0,66,86,3.0,Sainz,False,False,False,94.019
Jeddah,True,Hard,Balanced,67.3,41,High,High,Sunny,False,78,0.0,66,82,3.0,Leclerc,False,False,False,93.92
Jeddah,True,Hard,Push,65.1,42,High,High,Sunny,False,75,0.0,69,86,3.0,Sainz,False,True,False,93.364
Jeddah,True,Hard,Push,65.1,42,High,High,Sunny,False,75,0.0,69,82,3.0,Leclerc,False,True,False,93.195
Jeddah,True,Hard,Push,63.0,43,High,High,Sunny,False,72,0.0,71,86,3.0,Sainz,False,True,False,93.322
Jeddah,True,Hard,Push,63.0,43,High,High,Sunny,False,72,0.0,71,82,3.0,Leclerc,False,True,False,93.189
Jeddah,True,Hard,Push,60.8,43,High,High,Sunny,False,69,0.0,73,86,4.0,Sainz,False,True,False,93.259
Jeddah,True,Hard,Push,60.8,43,High,High,Sunny,False,69,0.0,73,82,4.0,Leclerc,False,True,False,93.23
Jeddah,True,Hard,Push,58.8,41,High,High,Sunny,False,65,0.0,74,86,3.0,Sainz,False,True,False,93.26
Jeddah,True,Hard,Push,58.8,41,High,High,Sunny,False,65,0.0,74,82,2.0,Leclerc,False,True,False,93.225
Jeddah,True,Hard,Push,56.5,39,High,High,Sunny,False,62,0.0,76,86,3.0,Sainz,True,True,False,93.794
Jeddah,True,Hard,Push,56.6,39,High,High,Sunny,False,63,0.0,76,82,4.0,Leclerc,False,True,False,93.258
Jeddah,True,Hard,Push,54.4,40,High,High,Sunny,False,59,0.0,78,86,4.0,Sainz,True,True,False,94.703
Jeddah,True,Hard,Push,54.4,40,High,High,Sunny,False,59,0.0,78,82,3.0,Leclerc,False,True,False,93.263
Jeddah,True,Hard,Push,52.3,41,High,VeryHigh,Sunny,False,55,0.0,80,86,3.0,Sainz,True,True,False,94.939
Jeddah,True,Hard,Push,52.3,41,High,VeryHigh,Sunny,False,56,0.0,80,82,3.0,Leclerc,False,True,False,93.427
Jeddah,True,Hard,Push,50.2,41,High,VeryHigh,Sunny,False,52,0.0,82,86,3.0,Sainz,True,True,False,94.986
Jeddah,True,Hard,Push,50.2,41,High,VeryHigh,Sunny,False,53,0.0,82,82,3.0,Leclerc,True,True,False,94.466
Jeddah,True,Hard,Push,48.1,41,High,VeryHigh,Sunny,False,49,0.0,84,86,3.0,Sainz,True,True,False,95.149
Jeddah,True,Hard,Push,48.1,41,High,VeryHigh,Sunny,False,50,0.0,84,82,4.0,Leclerc,True,True,False,94.884
Jeddah,True,Soft,Balanced,108.0,39,Low,Average,Sunny,False,96,0.0,87,78,5.0,Sainz,False,False,False,95.517
Jeddah,True,Soft,Balanced,108.0,39,Low,Average,Sunny,False,96,0.0,87,81,4.0,Leclerc,False,False,False,95.406
Jeddah,True,Soft,Balanced,105.3,39,Low,Average,Sunny,False,91,0.0,88,78,3.0,Sainz,False,False,False,95.369
Jeddah,True,Soft,Balanced,105.3,39,Low,Average,Sunny,False,92,0.0,88,81,4.0,Leclerc,False,False,False,95.303
Jeddah,True,Soft,Balanced,103.3,39,Low,Average,Sunny,False,88,0.0,88,78,4.0,Sainz,False,False,False,95.316
Jeddah,True,Soft,Balanced,103.3,39,Low,Average,Sunny,False,88,0.0,88,81,4.0,Leclerc,False,False,False,95.316
Jeddah,True,Soft,Balanced,101.2,39,Low,Average,Sunny,False,84,0.0,89,78,4.0,Sainz,False,False,False,95.342
Jeddah,True,Soft,Balanced,101.2,39,Low,Average,Sunny,False,84,0.0,89,81,4.0,Leclerc,False,False,False,95.234
Jeddah,True,Soft,Balanced,99.0,39,Low,Average,Sunny,False,80,0.0,89,78,4.0,Sainz,False,False,False,95.193
Jeddah,True,Soft,Balanced,99.0,39,Low,Average,Sunny,False,80,0.0,89,81,4.0,Leclerc,False,False,False,95.101
Jeddah,True,Soft,Balanced,97.0,39,Low,Average,Cloudy,False,76,0.0,90,78,4.0,Sainz,False,False,False,95.191
Jeddah,True,Soft,Balanced,97.0,39,Low,Average,Cloudy,False,76,0.0,90,81,4.0,Leclerc,False,False,False,95.143
Jeddah,True,Soft,Balanced,95.0,39,Low,Average,Cloudy,False,72,0.0,90,78,4.0,Sainz,False,False,False,95.196
Jeddah,True,Soft,Balanced,95.0,39,Low,Average,Cloudy,False,72,0.0,90,81,4.0,Leclerc,False,False,False,95.096
Jeddah,True,Soft,Push,92.8,39,Low,Average,Cloudy,False,68,0.0,92,78,5.0,Sainz,False,False,False,94.77
Jeddah,True,Soft,Push,92.8,39,Low,Average,Cloudy,False,68,0.0,92,81,5.0,Leclerc,False,False,False,94.733
Jeddah,True,Soft,Push,90.7,39,Low,Average,Sunny,False,63,0.0,93,78,6.0,Sainz,False,False,False,94.939
Jeddah,True,Soft,Push,90.7,39,Low,Average,Sunny,False,63,0.0,93,81,6.0,Leclerc,False,False,False,94.839
Jeddah,True,Soft,Push,88.6,39,Low,Average,Sunny,False,57,0.0,94,78,6.0,Sainz,False,False,False,94.971
Jeddah,True,Soft,Push,88.6,39,Low,Average,Sunny,False,57,0.0,94,81,5.0,Leclerc,False,False,False,94.876
Jeddah,True,Soft,Push,86.5,39,Low,High,Sunny,False,51,0.0,96,78,5.0,Sainz,False,False,False,95.076
Jeddah,True,Soft,Push,86.5,39,Low,High,Sunny,False,52,0.0,96,81,6.0,Leclerc,False,False,False,94.93
Jeddah,True,Soft,Push,84.5,39,Low,High,Sunny,False,46,0.0,98,78,6.0,Sainz,False,False,False,95.163
Jeddah,True,Soft,Push,84.5,39,Low,High,Sunny,False,46,0.0,98,81,5.0,Leclerc,False,False,False,95.084
Jeddah,True,Medium,Save,63.8,39,Average,High,Sunny,False,97,0.0,100,82,3.0,Sainz,False,False,False,94.012
Jeddah,True,Medium,Save,63.8,39,Average,High,Sunny,False,97,0.0,100,99,2.0,Leclerc,False,False,False,93.914
Jeddah,True,Medium,Save,61.8,39,Average,High,Sunny,False,94,0.0,100,82,2.0,Sainz,False,False,False,93.883
Jeddah,True,Medium,Save,61.8,39,Average,High,Sunny,False,95,0.0,100,99,3.0,Leclerc,False,False,False,93.785
Jeddah,True,Medium,Save,59.8,39,Average,High,Sunny,False,92,0.0,100,82,3.0,Sainz,False,False,False,93.765
Jeddah,True,Medium,Save,59.8,39,Average,High,Sunny,False,92,0.0,100,99,3.0,Leclerc,False,False,False,93.675
Jeddah,True,Medium,Save,57.8,39,Average,High,Sunny,False,89,0.0,100,82,2.0,Sainz,False,False,False,93.73
Jeddah,True,Medium,Save,57.8,39,Average,High,Sunny,False,89,0.0,100,99,2.0,Leclerc,False,False,False,93.547
Jeddah,True,Medium,Save,55.8,39,Average,High,Sunny,False,87,0.0,100,82,3.0,Sainz,False,False,False,93.651
Jeddah,True,Medium,Save,55.8,39,Average,High,Sunny,False,87,0.0,100,99,2.0,Leclerc,False,False,False,93.489
Jeddah,True,Medium,Save,53.7,39,Average,High,Sunny,False,84,0.0,100,82,2.0,Sainz,False,False,False,93.55
Jeddah,True,Medium,Save,53.7,39,Average,High,Sunny,False,85,0.0,100,99,3.0,Leclerc,False,False,False,93.452
Jeddah,True,Medium,Save,51.7,39,Average,High,Sunny,False,82,0.0,100,82,3.0,Sainz,False,False,False,93.558
Jeddah,True,Medium,Save,51.7,39,Average,High,Sunny,False,82,0.0,100,99,2.0,Leclerc,False,False,False,93.385
Jeddah,True,Medium,Save,49.8,39,Average,High,Sunny,False,79,0.0,100,82,2.0,Sainz,False,False,False,93.521
Jeddah,True,Medium,Save,49.8,39,Average,High,Sunny,False,80,0.0,100,99,3.0,Leclerc,False,False,False,93.388
Jeddah,True,Medium,Save,48.0,39,Average,High,Cloudy,False,77,0.0,100,82,3.0,Sainz,False,False,False,93.414
Jeddah,True,Medium,Save,48.0,39,Average,High,Cloudy,False,77,0.0,100,99,2.0,Leclerc,False,False,False,93.356
Jeddah,True,Medium,Balanced,46.0,39,Average,High,Cloudy,False,74,0.0,100,82,2.0,Sainz,False,False,False,92.93
Jeddah,True,Medium,Balanced,46.0,39,Average,High,Cloudy,False,75,0.0,100,99,3.0,Leclerc,False,False,False,92.927
Jeddah,True,Medium,Balanced,44.0,39,Average,High,Cloudy,False,72,0.0,100,82,3.0,Sainz,False,False,False,92.958
Jeddah,True,Medium,Balanced,44.0,39,Average,High,Cloudy,False,72,0.0,100,99,3.0,Leclerc,False,False,False,92.923
Jeddah,True,Medium,Balanced,42.0,39,Average,High,Cloudy,False,69,0.0,100,82,4.0,Sainz,False,True,False,92.762
Jeddah,True,Medium,Balanced,42.0,39,Average,High,Cloudy,False,69,0.0,100,99,4.0,Leclerc,False,True,False,92.627
Jeddah,True,Medium,Balanced,40.0,39,Average,High,Cloudy,False,65,0.0,100,82,3.0,Sainz,False,True,False,92.733
Jeddah,True,Medium,Balanced,40.0,39,Average,High,Cloudy,False,65,0.0,100,99,2.0,Leclerc,False,True,False,92.59
Jeddah,True,Medium,Balanced,37.8,39,Average,High,Cloudy,False,62,0.0,100,82,3.0,Sainz,True,True,False,93.225
Jeddah,True,Medium,Balanced,37.8,39,Average,High,Cloudy,False,63,0.0,100,99,4.0,Leclerc,False,True,False,92.599
Jeddah,True,Medium,Balanced,35.6,39,Average,High,Cloudy,False,59,0.0,100,82,3.0,Sainz,True,True,False,93.771
Jeddah,True,Medium,Balanced,35.6,39,Average,High,Cloudy,False,59,0.0,100,99,3.0,Leclerc,False,True,False,92.626
Jeddah,True,Medium,Push,33.7,39,Average,High,Cloudy,False,56,0.0,100,82,4.0,Sainz,False,True,False,92.44
Jeddah,True,Medium,Push,33.7,39,Average,High,Cloudy,False,56,0.0,100,99,4.0,Leclerc,True,True,False,93.714
Jeddah,True,Medium,Push,31.6,39,High,High,Cloudy,False,51,0.0,100,82,4.0,Sainz,False,True,False,92.439
Jeddah,True,Medium,Push,31.6,39,High,High,Cloudy,False,51,0.0,100,99,4.0,Leclerc,False,True,False,92.407
Jeddah,True,Medium,Push,29.6,39,High,High,Cloudy,False,47,0.0,100,82,5.0,Sainz,False,True,False,92.575
Jeddah,True,Medium,Push,29.6,39,High,High,Cloudy,False,47,0.0,100,99,4.0,Leclerc,False,True,False,92.436
Jeddah,True,Medium,Push,27.4,39,High,High,Cloudy,False,42,0.0,100,82,4.0,Sainz,False,True,False,92.739
Jeddah,True,Medium,Push,27.4,39,High,High,Cloudy,False,43,0.0,100,99,5.0,Leclerc,False,True,False,92.638
Jeddah,False,Medium,Balanced,101.7,39,VeryLow,Average,Sunny,False,99,0.0,100,91,3.0,Sainz,False,True,False,
Jeddah,False,Medium,Balanced,101.7,39,VeryLow,Average,Sunny,False,99,0.0,100,99,3.0,Leclerc,False,True,False,
Jeddah,False,Medium,Save,99.5,39,VeryLow,Average,Sunny,False,96,0.0,100,91,2.0,Sainz,False,True,False,97.112
Jeddah,False,Medium,Save,99.5,39,VeryLow,Average,Sunny,False,96,0.0,100,99,2.0,Leclerc,False,True,False,97.264
Jeddah,False,Medium,Save,97.3,39,VeryLow,Average,Sunny,False,94,0.0,100,91,2.0,Sainz,False,True,False,96.971
Jeddah,False,Medium,Save,97.3,39,VeryLow,Average,Sunny,False,94,0.0,100,99,2.0,Leclerc,False,True,False,96.822
Jeddah,False,Medium,Save,95.1,39,VeryLow,Average,Sunny,False,92,0.0,100,91,3.0,Sainz,False,True,False,96.686
Jeddah,False,Medium,Save,95.1,39,VeryLow,Average,Sunny,False,92,0.0,100,99,3.0,Leclerc,False,True,False,96.673
Jeddah,False,Medium,Save,92.9,39,VeryLow,Average,Sunny,False,89,0.0,100,91,3.0,Sainz,True,True,False,97.006
Jeddah,False,Medium,Save,92.9,39,VeryLow,Average,Sunny,False,89,0.0,100,99,3.0,Leclerc,True,True,False,97.006
Jeddah,False,Medium,Save,90.9,39,VeryLow,Average,Sunny,False,86,0.0,100,91,2.0,Sainz,False,True,False,96.139
Jeddah,False,Medium,Save,90.9,39,VeryLow,Average,Sunny,False,86,0.0,100,99,2.0,Leclerc,False,True,False,96.487
Jeddah,False,Medium,Save,88.8,39,VeryLow,Average,Sunny,False,84,0.0,100,91,3.0,Sainz,False,True,False,96.536
Jeddah,False,Medium,Save,88.8,39,VeryLow,Average,Sunny,False,84,0.0,100,99,3.0,Leclerc,False,True,False,96.328
Jeddah,False,Medium,Save,86.4,39,VeryLow,Average,Sunny,False,81,0.0,100,91,3.0,Sainz,True,True,False,96.986
Jeddah,False,Medium,Save,86.4,39,VeryLow,Average,Sunny,False,81,0.0,100,99,3.0,Leclerc,True,True,False,96.99
Jeddah,False,Medium,Save,84.1,39,VeryLow,Average,Sunny,False,78,0.0,100,91,2.0,Sainz,False,True,False,96.577
Jeddah,False,Medium,Save,84.5,39,VeryLow,Average,Sunny,False,78,0.0,100,99,2.0,Leclerc,False,True,False,96.572
Jeddah,False,Medium,Save,81.8,39,VeryLow,Average,Sunny,False,76,0.0,100,91,3.0,Sainz,False,True,False,96.163
Jeddah,False,Medium,Save,82.3,39,VeryLow,Average,Sunny,False,76,0.0,100,99,3.0,Leclerc,False,True,False,95.82
Jeddah,False,Medium,Save,80.1,39,VeryLow,Average,Sunny,False,73,0.0,100,91,3.0,Sainz,True,True,False,96.582
Jeddah,False,Medium,Save,79.7,39,VeryLow,Average,Sunny,False,73,0.0,100,99,3.0,Leclerc,True,True,False,96.415
Jeddah,False,Medium,Save,77.6,39,VeryLow,Average,Sunny,False,70,0.0,100,91,2.0,Sainz,False,True,False,96.065
Jeddah,False,Medium,Save,78.0,39,VeryLow,Average,Sunny,False,70,0.0,100,99,2.0,Leclerc,False,True,False,96.145
Jeddah,False,Medium,Save,75.5,39,VeryLow,Average,Sunny,False,68,0.0,100,91,3.0,Sainz,True,False,False,96.311
Jeddah,False,Medium,Save,75.8,39,VeryLow,Average,Sunny,False,68,0.0,100,99,3.0,Leclerc,True,True,False,96.494
Jeddah,False,Medium,Save,73.7,39,VeryLow,Average,Sunny,False,65,0.0,100,91,3.0,Sainz,True,False,False,96.682
Jeddah,False,Medium,Save,73.4,39,VeryLow,Average,Sunny,False,65,0.0,100,99,3.0,Leclerc,True,True,False,96.45
Jeddah,False,Medium,Save,71.4,39,VeryLow,Average,Sunny,False,62,0.0,100,91,6.0,Sainz,False,False,False,95.807
Jeddah,False,Medium,Push,71.3,39,VeryLow,Average,Sunny,False,62,0.0,100,99,6.0,Leclerc,False,True,False,95.849
Jeddah,False,Medium,Push,69.2,39,VeryLow,Average,Sunny,False,59,0.0,100,91,3.0,Sainz,False,True,False,95.398
Jeddah,False,Medium,Push,69.2,39,VeryLow,Average,Sunny,False,57,0.0,100,99,3.0,Leclerc,False,True,False,94.681
Jeddah,False,Medium,Save,67.3,39,Low,Average,Sunny,False,56,0.0,100,91,2.0,Sainz,False,False,False,95.833
Jeddah,False,Medium,Push,67.2,39,Low,Average,Sunny,False,54,0.0,100,99,5.0,Leclerc,False,True,False,95.066
Jeddah,False,Medium,Save,65.1,39,Low,Average,Sunny,False,52,0.0,100,91,2.0,Sainz,False,False,False,95.881
Jeddah,False,Medium,Push,65.1,39,Low,Average,Sunny,False,49,0.0,100,99,3.0,Leclerc,False,True,False,95.867
Jeddah,False,Medium,Push,63.3,39,Low,Average,Sunny,False,50,0.0,100,91,2.0,Sainz,False,False,False,95.801
Jeddah,False,Medium,Push,63.0,39,Low,Average,Sunny,False,46,0.0,100,99,4.0,Leclerc,False,True,False,95.834
Jeddah,False,Medium,Push,61.3,39,Low,Average,Sunny,False,48,0.0,100,91,3.0,Sainz,False,False,False,95.711
Jeddah,False,Medium,Push,60.8,39,Low,Average,Sunny,False,42,0.0,100,99,5.0,Leclerc,False,True,False,97.295
Jeddah,False,Medium,Push,59.3,39,Low,Average,Sunny,False,45,0.0,100,91,4.0,Sainz,False,True,False,95.324
Jeddah,False,Hard,Balanced,58.3,39,Low,Average,Sunny,False,99,0.0,100,99,2.0,Leclerc,False,False,False,121.821
Jeddah,False,Medium,Push,56.7,39,Low,Average,Sunny,False,41,0.0,100,91,4.0,Sainz,False,False,False,97.273
Jeddah,False,Hard,Balanced,55.9,39,Low,Average,Sunny,False,97,0.0,100,99,2.0,Leclerc,False,False,False,95.113
Jeddah,False,Hard,Balanced,54.9,39,Low,Average,Sunny,False,99,0.0,100,91,2.0,Sainz,False,False,False,120.885
Jeddah,False,Hard,Balanced,54.5,39,Low,Average,Sunny,False,95,0.0,100,99,2.0,Leclerc,False,False,False,95.269
Jeddah,False,Hard,Balanced,53.0,39,Low,Average,Sunny,False,97,0.0,100,91,2.0,Sainz,False,False,False,95.074
Jeddah,False,Hard,Balanced,52.8,39,Low,Average,Sunny,False,93,0.0,100,99,2.0,Leclerc,False,False,False,95.178
Jeddah,False,Hard,Push,51.0,39,Low,Average,Cloudy,False,95,0.0,100,91,3.0,Sainz,False,True,False,94.089
Jeddah,False,Hard,Balanced,51.0,39,Low,Average,Cloudy,False,91,0.0,100,99,2.0,Leclerc,False,False,False,94.742
